Gene name	Base mean	log2(FC)	StdErr	Wald-Stats	P-value	P-adj	Chromosome	Start	End	Strand	Feature	GeneID
Leo1	10.1516541182931	0.440088452974811	0.59211523334345	0.74324798314983	0.457331557753351	0.899170938710796	chr9	75441523	75466432	+	NA	ENSMUSG00000042487.5
Pdhx	10.1574057181998	0.439484999232696	0.60330903058064	0.728457518379469	0.466333564581931	0.901532038633999	chr2	103021074	103073513	-	NA	ENSMUSG00000010914.10
Nucks1	19.488284702237	0.438725988352992	0.484263068307046	0.905966234193228	0.364953724786234	0.85572882445276	chr1	131910533	131936321	+	NA	ENSMUSG00000026434.12
Tvp23b	12.5695659558618	0.437888688730878	0.570618653187007	0.767392874882712	0.44284796354891	0.895566341603997	chr11	62879454	62916780	+	NA	ENSMUSG00000014177.10
Acaca	11.7705233637141	0.43761247146637	0.564251103347936	0.775563342047243	0.438006851903636	0.893941287193202	chr11	84129671	84401651	+	NA	ENSMUSG00000020532.18
Clybl	33.6802271359534	0.437561497427337	0.365627810009397	1.19674019713132	0.231407834123304	0.745497843413347	chr14	122181693	122402232	+	NA	ENSMUSG00000025545.9
Gpc4	22.7152111036185	0.437532956959388	0.450992292347442	0.970156174248573	0.331968652140776	0.835354973422398	chrX	52053020	52165252	-	NA	ENSMUSG00000031119.4
H2-K1	462.039519515486	0.43694729657703	0.0927206560334042	4.71251299623692	2.44680470561452e-06	7.77468144207844e-05	chr17	33996016	34000333	-	NA	ENSMUSG00000061232.15
H2-Q10	462.039519515486	0.43694729657703	0.0927206560334042	4.71251299623692	2.44680470561452e-06	7.77468144207844e-05	chr17	35470088	35474563	+	NA	ENSMUSG00000067235.14
Dnajc14	11.7647999480569	0.436400235780959	0.560829816619853	0.778133085739207	0.436490559529245	0.893016902034895	chr10	128805675	128819446	+	NA	ENSMUSG00000025354.4
Dmac2	12.5709937502856	0.43635012142749	0.541982431748576	0.805100121086419	0.420761905942111	0.887744169121947	NA	NA	NA	NA	NA	NA
Nono	36.9041504206255	0.436208943981233	0.350131985932548	1.2458414583844	0.212822605728897	0.719607373000174	chrX	101429317	101448591	+	NA	ENSMUSG00000031311.17
Seh1l	12.5796286234198	0.436149237522709	0.567755446227767	0.768199125909817	0.442368892732266	0.895563690856293	chr18	67774875	67795461	+	NA	ENSMUSG00000079614.3
Atg9a	12.5674268399794	0.435688470755324	0.543559880656034	0.801546409623686	0.422815387895606	0.888581891312861	chr1	75180859	75192196	-	NA	ENSMUSG00000033124.15
Coq2	12.5595016880101	0.435568389954711	0.548937554702026	0.793475298280778	0.427500955509859	0.890373445508482	chr5	100654722	100675140	-	NA	ENSMUSG00000029319.8
Ly6e	78.6318157844107	0.43523258484858	0.236845749592966	1.83762041580461	0.0661183583020064	0.424112143225972	chr15	74955050	74959905	+	NA	ENSMUSG00000022587.14
Pdcd6ip	40.9075846613891	0.433835165864262	0.355195661064425	1.22139770672923	0.221935475068182	0.733196976849074	chr9	113651743	113708259	-	NA	ENSMUSG00000032504.15
Ctsh	139.739345134062	0.433551262594986	0.172505512181785	2.51326034230207	0.0119621022618344	0.131236661552472	chr9	90054151	90076089	+	NA	ENSMUSG00000032359.14
Aldh1b1	16.6034680261775	0.432748850945704	0.494186609326335	0.875679030509584	0.381204548183107	0.862229942345701	chr4	45799021	45804604	+	NA	ENSMUSG00000035561.5
Ufl1	17.4047798968674	0.432554119900735	0.500244560634332	0.864685303828666	0.387211537822206	0.866288151496013	chr4	25248599	25281821	-	NA	ENSMUSG00000040359.14
Sgpp1	15.7990476905344	0.432481416403013	0.51846881008387	0.834151270031176	0.40419574697674	0.878612285417049	chr12	75714247	75735729	-	NA	ENSMUSG00000021054.5
Dnajb6	47.375256346486	0.432365862262517	0.312054697504664	1.38554511667319	0.165885846913594	0.651198990782403	chr5	29735687	29818134	+	NA	ENSMUSG00000029131.14
Hsd17b6	66.373867752296	0.432290462169009	0.262594134050215	1.64623046029788	0.0997163202564227	0.529441797776078	chr10	127990940	128000678	-	NA	ENSMUSG00000025396.6
Rdh7	66.373867752296	0.432290462169009	0.262594134050215	1.64623046029788	0.0997163202564227	0.529441797776078	chr10	127884027	127888817	-	NA	ENSMUSG00000040134.8
H2-D1	33.198798555278	0.431967798029947	0.37388164694534	1.15535972829685	0.247943146191709	0.762243582711962	chr17	35262729	35267499	+	NA	ENSMUSG00000073411.11
Creb3l3	15.8024521745238	0.43119395835977	0.669525787375396	0.644028902979362	0.519556691824161	0.926191683324553	chr10	81084323	81098874	-	NA	ENSMUSG00000035041.8
Gcgr	69.9072550311307	0.43069635308369	0.648807111039462	0.663828040345714	0.506800376803064	0.921577341818075	chr11	120530698	120538986	+	NA	ENSMUSG00000025127.15
Ide	43.6762074553009	0.430025414357718	0.326576708732162	1.31676694283302	0.187916756694375	0.68626514891923	chr19	37268742	37337852	-	NA	ENSMUSG00000056999.14
Ppm1g	2.42102645779942	0.428856618865596	2.80140774482083	0.153086111673124	0.87833036805849	1	chr5	31202663	31220687	-	NA	ENSMUSG00000029147.10
Ltbp4	0.806905184147111	0.427958826391121	2.80598447440746	0.152516462686948	0.878779606984261	1	chr7	27305135	27337692	-	NA	ENSMUSG00000040488.16
Ehhadh	420.161240760708	0.427562769530534	0.101921298939062	4.19502865427737	2.72837094096479e-05	0.000702543315281704	chr16	21761286	21787844	-	NA	ENSMUSG00000022853.6
Abhd14a	0.807060636826156	0.427209199633378	2.62174900510903	0.162948168875385	0.870559244346599	1	chr9	106440050	106447678	-	NA	ENSMUSG00000042210.16
ACOT7	0.806674276553808	0.427074781150929	2.60230356465578	0.164114128325156	0.869641299817443	1	NA	NA	NA	NA	NA	NA
Baz2a	0.806674276553808	0.427074781150929	2.60230356465578	0.164114128325156	0.869641299817443	1	chr10	128092782	128129303	+	NA	ENSMUSG00000040054.15
Znf518a	0.806674276553808	0.427074781150929	2.60230356465578	0.164114128325156	0.869641299817443	1	NA	NA	NA	NA	NA	NA
Tesk1	0.807216089505202	0.426984057375807	2.80496254954695	0.152224512746087	0.879009860884303	1	chr4	43441938	43448064	+	NA	ENSMUSG00000028458.12
CHSY3	0.806829729232854	0.426361554477004	2.44861033184572	0.174123889347318	0.861768098995778	1	NA	NA	NA	NA	NA	NA
Ipo8	0.806829729232854	0.426361554477004	2.44861033184572	0.174123889347318	0.861768098995778	1	chr6	148770682	148831467	-	NA	ENSMUSG00000040029.14
Msh2	0.806829729232854	0.426361554477004	2.44861033184572	0.174123889347318	0.861768098995778	1	chr17	87672329	87723713	+	NA	ENSMUSG00000024151.13
Ostm1	0.806829729232854	0.426361554477004	2.44861033184572	0.174123889347318	0.861768098995778	1	chr10	42583821	42702459	+	NA	ENSMUSG00000038280.12
Tomm34	0.806829729232854	0.426361554477004	2.44861033184572	0.174123889347318	0.861768098995778	1	chr2	164053539	164071169	-	NA	ENSMUSG00000018322.10
Tsc2	0.806829729232854	0.426361554477004	2.44861033184572	0.174123889347318	0.861768098995778	1	chr17	24595936	24632629	-	NA	ENSMUSG00000002496.9
Habp4	33.5174449635271	0.426356812477674	0.363500660607259	1.17291894811253	0.240828310280638	0.755264221781116	chr13	64161865	64186536	+	NA	ENSMUSG00000021476.8
Itsn2	0.806985181911899	0.426151100283273	2.60140280388876	0.163815884124609	0.869876086882671	1	chr12	4593007	4713950	+	NA	ENSMUSG00000020640.9
SUMO2	12.9020108177667	0.425872684980579	2.33670908094183	0.182253190375298	0.855384032035872	0.982364072666698	NA	NA	NA	NA	NA	NA
Ppp2r1b	0.806598821639551	0.425819120587314	2.44916746669111	0.173862802923234	0.86197328630831	1	chr9	50845300	50894229	+	NA	ENSMUSG00000032058.14
Sptan1	0.806598821639551	0.425819120587314	2.44916746669111	0.173862802923234	0.86197328630831	1	chr2	29965559	30031451	+	NA	ENSMUSG00000057738.13
Tstd2	0.806598821639551	0.425819120587314	2.44916746669111	0.173862802923234	0.86197328630831	1	chr4	46114745	46138694	-	NA	ENSMUSG00000035495.15
Stimate	1.61350400578666	0.425662686632425	1.46542635239787	0.290470200659293	0.771456544932948	1	NA	NA	NA	NA	NA	NA
Med1	0.806754274318597	0.425587297449976	2.60203963712049	0.163559113926853	0.870078233519459	1	chr11	98152153	98193293	-	NA	ENSMUSG00000018160.15
Shank2	0.806754274318597	0.425587297449976	2.60203963712049	0.163559113926853	0.870078233519459	1	chr7	144001927	144424494	+	NA	ENSMUSG00000037541.20
Zmiz1	0.806754274318597	0.425587297449976	2.60203963712049	0.163559113926853	0.870078233519459	1	chr14	25459184	25666743	+	NA	ENSMUSG00000007817.14
Atf5	152.895163163597	0.425527913056339	0.215190548328646	1.97744704105897	0.0479911211371665	0.350118701291625	chr7	44812255	44816658	-	NA	ENSMUSG00000038539.15
Aqr	0.806367914046249	0.425510184833663	2.62366146298945	0.162181817599604	0.871162677689888	1	chr2	114101169	114187024	-	NA	ENSMUSG00000040383.16
Uty	0.806367914046249	0.425510184833663	2.62366146298945	0.162181817599604	0.871162677689888	1	chrY	1096860	1245759	-	NA	ENSMUSG00000068457.14
Aldh1a1	174.362680769884	0.424820929946864	0.150499439121686	2.8227409512362	0.00476150274751758	0.0632260798411144	chr19	20601960	20643462	+	NA	ENSMUSG00000053279.6
Bbc3	0.807996722733851	0.424419528207811	2.61904263784832	0.162051400796015	0.871265376779488	1	chr7	16308392	16318205	+	NA	ENSMUSG00000002083.13
Myorg	1.61475099705245	0.42403979940628	1.4073708618187	0.301299260138373	0.763186305047559	1	NA	NA	NA	NA	NA	NA
Dedd2	1.6143646367801	0.423960477744164	1.39977437248798	0.302877725208392	0.761983047232075	1	chr7	25199914	25220615	-	NA	ENSMUSG00000054499.9
Gas8	0.808152175412897	0.423956000375285	2.61859404354141	0.161902147994625	0.871382911282203	1	chr8	123518834	123536649	+	NA	ENSMUSG00000040220.9
Macf1	0.808152175412897	0.423956000375285	2.61859404354141	0.161902147994625	0.871382911282203	1	chr4	123349632	123684360	-	NA	ENSMUSG00000028649.17
PYGO2	0.808152175412897	0.423956000375285	2.61859404354141	0.161902147994625	0.871382911282203	1	NA	NA	NA	NA	NA	NA
Usp9x	1.61452008945915	0.423793390973409	1.39972089219214	0.302769926016961	0.762065203872163	1	chrX	13071497	13173328	+	NA	ENSMUSG00000031010.17
Chd7	0.807765815140549	0.423728693050233	2.44621826632369	0.173217859944704	0.862480185633759	1	chr4	8690405	8867659	+	NA	ENSMUSG00000041235.11
Dgkz	0.807765815140549	0.423728693050233	2.44621826632369	0.173217859944704	0.862480185633759	1	chr2	91932823	91975864	-	NA	ENSMUSG00000040479.11
Hspbp1	0.807765815140549	0.423728693050233	2.44621826632369	0.173217859944704	0.862480185633759	1	chr7	4660520	4685068	-	NA	ENSMUSG00000063802.5
Leng1	0.807765815140549	0.423728693050233	2.44621826632369	0.173217859944704	0.862480185633759	1	chr7	3660097	3665840	-	NA	ENSMUSG00000078813.3
Lhpp	0.807765815140549	0.423728693050233	2.44621826632369	0.173217859944704	0.862480185633759	1	chr7	132610637	132706420	+	NA	ENSMUSG00000030946.13
Mphosph10	0.807765815140549	0.423728693050233	2.44621826632369	0.173217859944704	0.862480185633759	1	chr7	64376526	64392268	-	NA	ENSMUSG00000030521.11
Setdb2	2.42025994085875	0.423727957349554	1.13273967636072	0.374073554756121	0.708349593022402	1	chr14	59402008	59440884	-	NA	ENSMUSG00000071350.12
DCTN1	0.805278036213004	0.423654035629766	2.60616682899169	0.162558294778725	0.870866226063542	1	NA	NA	NA	NA	NA	NA
Impact	0.805278036213004	0.423654035629766	2.60616682899169	0.162558294778725	0.870866226063542	1	chr18	12972251	12992948	+	NA	ENSMUSG00000024423.5
NCBP3	0.805278036213004	0.423654035629766	2.60616682899169	0.162558294778725	0.870866226063542	1	NA	NA	NA	NA	NA	NA
Tcf12	0.805278036213004	0.423654035629766	2.60616682899169	0.162558294778725	0.870866226063542	1	chr9	71842687	72111871	-	NA	ENSMUSG00000032228.16
Strn3	1.61428918186584	0.423596344893975	1.40750297874447	0.300955913622176	0.763448112657183	1	chr12	51608540	51691914	-	NA	ENSMUSG00000020954.15
WDR48	1.61428918186584	0.423596344893975	1.40750297874447	0.300955913622176	0.763448112657183	1	NA	NA	NA	NA	NA	NA
Ints5	1.61164595025925	0.42357434749818	1.40061408084611	0.302420454920959	0.762331563552026	1	chr19	8888925	8897890	+	NA	ENSMUSG00000071652.6
METTL14	1.61164595025925	0.42357434749818	1.40061408084611	0.302420454920959	0.762331563552026	1	NA	NA	NA	NA	NA	NA
Zfp809	1.61234321588969	0.423472974033005	1.46577920754848	0.288906386345366	0.772653016434945	1	chr9	22225713	22243197	+	NA	ENSMUSG00000057982.7
Resf1	1.61141504266595	0.423422843923751	1.42313188925186	0.297528884793907	0.766062759008935	1	NA	NA	NA	NA	NA	NA
Ranbp2	1.61421372695159	0.423407264467092	1.49536427111334	0.283146570134282	0.777064483806404	1	chr10	58446851	58494155	+	NA	ENSMUSG00000003226.6
Kifbp	1.6118014029383	0.423361295791515	1.38617609226872	0.305416676966785	0.76004882181334	1	NA	NA	NA	NA	NA	NA
Eif4enif1	2.4194117653998	0.423292403090237	1.10507983197247	0.383042374716672	0.701688345230851	1	chr11	3202391	3244588	+	NA	ENSMUSG00000020454.17
ATXN7L3	0.807921267819594	0.423291098297376	2.44582175264653	0.173067026589059	0.862598742782952	1	NA	NA	NA	NA	NA	NA
Chfr	0.807921267819594	0.423291098297376	2.44582175264653	0.173067026589059	0.862598742782952	1	chr5	110135841	110171972	+	NA	ENSMUSG00000014668.15
Gpatch4	0.807921267819594	0.423291098297376	2.44582175264653	0.173067026589059	0.862598742782952	1	chr3	88043107	88055993	+	NA	ENSMUSG00000028069.16
Rptor	0.807921267819594	0.423291098297376	2.44582175264653	0.173067026589059	0.862598742782952	1	chr11	119602904	119899576	+	NA	ENSMUSG00000025583.15
Scaf4	0.807921267819594	0.423291098297376	2.44582175264653	0.173067026589059	0.862598742782952	1	chr16	90228956	90284425	-	NA	ENSMUSG00000022983.15
Vwce	0.807921267819594	0.423291098297376	2.44582175264653	0.173067026589059	0.862598742782952	1	chr19	10634232	10665210	+	NA	ENSMUSG00000043789.7
Naa16	1.6155316302811	0.423288578521517	1.44845010220229	0.292235526703978	0.770106550209166	1	chr14	79334203	79390778	-	NA	ENSMUSG00000022020.14
Plekhf2	1.61195685561734	0.42323995382504	1.40050663853437	0.302204889416277	0.762495877185232	1	chr4	10988661	11007927	-	NA	ENSMUSG00000049969.3
Slc25a12	1.61195685561734	0.42323995382504	1.40050663853437	0.302204889416277	0.762495877185232	1	chr2	71271062	71367749	-	NA	ENSMUSG00000027010.16
Gon4l	1.61211230829639	0.42323946582531	1.46585521507782	0.288732107695126	0.772786390249819	1	chr3	88835230	88910103	+	NA	ENSMUSG00000054199.16
Arpin	0.807534907547246	0.423186065632631	2.44677359884955	0.172956772883118	0.862685405712072	1	chr7	79925360	79935359	-	NA	ENSMUSG00000039043.5
MLLT1	0.807534907547246	0.423186065632631	2.44677359884955	0.172956772883118	0.862685405712072	1	NA	NA	NA	NA	NA	NA
Med25	0.807534907547246	0.423186065632631	2.44677359884955	0.172956772883118	0.862685405712072	1	chr7	44876764	44892712	-	NA	ENSMUSG00000002968.8
Nolc1	0.807534907547246	0.423186065632631	2.44677359884955	0.172956772883118	0.862685405712072	1	chr19	46075862	46085528	+	NA	ENSMUSG00000015176.9
Ofd1	0.807534907547246	0.423186065632631	2.44677359884955	0.172956772883118	0.862685405712072	1	chrX	166390032	166440704	-	NA	ENSMUSG00000040586.8
Pml	0.807534907547246	0.423186065632631	2.44677359884955	0.172956772883118	0.862685405712072	1	chr9	58218075	58249786	-	NA	ENSMUSG00000036986.16
AUTS2	0.80543348889205	0.423069104722165	2.45198647967526	0.172541369305672	0.863011941006781	1	NA	NA	NA	NA	NA	NA
Nudt22	0.80543348889205	0.423069104722165	2.45198647967526	0.172541369305672	0.863011941006781	1	chr19	6993017	6996117	-	NA	ENSMUSG00000037349.9
RAPGEF1	0.80543348889205	0.423069104722165	2.45198647967526	0.172541369305672	0.863011941006781	1	NA	NA	NA	NA	NA	NA
Trim26	0.80543348889205	0.423069104722165	2.45198647967526	0.172541369305672	0.863011941006781	1	chr17	36837133	36859398	+	NA	ENSMUSG00000024457.16
Cog1	1.61568708296014	0.423027462461646	1.40704758023785	0.300649010312882	0.763682154596643	1	chr11	113649168	113667054	+	NA	ENSMUSG00000018661.17
Asrgl1	0.805047128619702	0.422964018076445	2.45294670718478	0.172430985490865	0.863098714085821	1	chr19	9109867	9135636	-	NA	ENSMUSG00000024654.8
Bcl11a	0.805047128619702	0.422964018076445	2.45294670718478	0.172430985490865	0.863098714085821	1	chr11	24078055	24174123	+	NA	ENSMUSG00000000861.15
Ern1	0.805047128619702	0.422964018076445	2.45294670718478	0.172430985490865	0.863098714085821	1	chr11	106394649	106487852	-	NA	ENSMUSG00000020715.9
Rab3gap2	0.805047128619702	0.422964018076445	2.45294670718478	0.172430985490865	0.863098714085821	1	chr1	185204116	185286759	+	NA	ENSMUSG00000039318.12
Rhbg	0.805047128619702	0.422964018076445	2.45294670718478	0.172430985490865	0.863098714085821	1	chr3	88242873	88254709	-	NA	ENSMUSG00000104445.1
KDM3B	2.41723489183035	0.422954762379168	1.10195132006848	0.383823454517832	0.701109302921257	1	NA	NA	NA	NA	NA	NA
Ddx3y	2.4205787589008	0.422884671098854	1.13092861228916	0.373926936239483	0.708458675540596	1	chrY	1260770	1286629	-	NA	ENSMUSG00000069045.11
Vps13b	2.4205787589008	0.422884671098854	1.13092861228916	0.373926936239483	0.708458675540596	1	chr15	35371545	35931228	+	NA	ENSMUSG00000037646.9
Dhtkd1	2.41964721584364	0.422853410454194	1.10932008584078	0.381182506159801	0.703067829046521	1	chr2	5896114	5942792	-	NA	ENSMUSG00000025815.13
Twsg1	5.64597036899458	0.42284510220845	0.76317575608143	0.554059925042132	0.579537835218221	0.940879820975056	chr17	65923065	65951187	-	NA	ENSMUSG00000024098.5
Sos1	2.4163867163714	0.422786556296858	1.14609313826717	0.368893715685349	0.712206947679099	1	chr17	80393751	80480453	-	NA	ENSMUSG00000024241.6
Ccng1	1.6131993040326	0.422778236732556	1.3727137868798	0.307987171669294	0.758092093727484	1	chr11	40748551	40755311	-	NA	ENSMUSG00000020326.7
Atg2a	0.807690360226292	0.422748439191482	2.44637678672154	0.172805939578106	0.862803968176952	1	KQ030494.1	58584	6262335	+	NA	ENSMUSG00000024773.14
Isg20l2	0.807690360226292	0.422748439191482	2.44637678672154	0.172805939578106	0.862803968176952	1	chr3	87930313	87940686	+	NA	ENSMUSG00000048039.8
Mov10	0.807690360226292	0.422748439191482	2.44637678672154	0.172805939578106	0.862803968176952	1	chr3	104794835	104818563	-	NA	ENSMUSG00000002227.15
Myrf	0.807690360226292	0.422748439191482	2.44637678672154	0.172805939578106	0.862803968176952	1	chr19	10208271	10240748	-	NA	ENSMUSG00000036098.15
Tasor	0.807690360226292	0.422748439191482	2.44637678672154	0.172805939578106	0.862803968176952	1	NA	NA	NA	NA	NA	NA
Tyw1	0.807690360226292	0.422748439191482	2.44637678672154	0.172805939578106	0.862803968176952	1	chr5	130255618	130341563	+	NA	ENSMUSG00000056310.14
ZC3H7B	0.807690360226292	0.422748439191482	2.44637678672154	0.172805939578106	0.862803968176952	1	NA	NA	NA	NA	NA	NA
Kdm3a	0.805588941571095	0.422729954148921	2.60526186258458	0.162260063074637	0.871101062906546	1	chr6	71588971	71632990	-	NA	ENSMUSG00000053470.13
SRGAP2	0.807303999953944	0.422719928261221	2.62094887913795	0.161285071840187	0.871868880278276	1	NA	NA	NA	NA	NA	NA
Vps26b	3.22259292580814	0.422693582534967	0.970639547975688	0.435479456216793	0.663214447646027	0.949970898277483	chr9	27004502	27030094	-	NA	ENSMUSG00000031988.9
Rmi1	1.61483890750119	0.422642112146955	1.47854876532738	0.285849288206178	0.774993555856705	1	chr13	58402596	58411149	+	NA	ENSMUSG00000035367.8
Stam2	4.03385806069819	0.422587896030453	0.862108642303138	0.490179398853377	0.624006957347812	0.949802464803372	chr2	52691663	52742281	-	NA	ENSMUSG00000055371.17
Cebpz	1.61351020939069	0.42255178762928	1.42243479835838	0.297062324485413	0.766418927387099	1	chr17	78919005	78937070	-	NA	ENSMUSG00000024081.8
Nxpe2	2.42088966425889	0.422531040240566	1.08318362247253	0.39008255984897	0.696475498587417	1	chr9	48318005	48353454	-	NA	ENSMUSG00000032028.15
Pds5b	1.6129683964393	0.422518074583527	1.35276683052309	0.312336217188403	0.754785018449838	1	chr5	150673738	150810690	+	NA	ENSMUSG00000034021.15
Adar	0.805202581298747	0.422425376301224	2.32363438288783	0.181795113470576	0.855743519507536	1	chr3	89715021	89753446	+	NA	ENSMUSG00000027951.16
Alkbh1	0.805202581298747	0.422425376301224	2.32363438288783	0.181795113470576	0.855743519507536	1	chr12	87425839	87444017	-	NA	ENSMUSG00000079036.10
Bltp1	0.805202581298747	0.422425376301224	2.32363438288783	0.181795113470576	0.855743519507536	1	NA	NA	NA	NA	NA	NA
Copg2	0.805202581298747	0.422425376301224	2.32363438288783	0.181795113470576	0.855743519507536	1	chr6	30747553	30896794	-	NA	ENSMUSG00000025607.15
Dapk2	0.805202581298747	0.422425376301224	2.32363438288783	0.181795113470576	0.855743519507536	1	chr9	66158222	66272242	+	NA	ENSMUSG00000032380.8
Dcaf17	0.805202581298747	0.422425376301224	2.32363438288783	0.181795113470576	0.855743519507536	1	chr2	71055327	71099142	+	NA	ENSMUSG00000041966.18
Nf2	0.805202581298747	0.422425376301224	2.32363438288783	0.181795113470576	0.855743519507536	1	chr11	4765844	4849536	-	NA	ENSMUSG00000009073.16
Nop9	0.805202581298747	0.422425376301224	2.32363438288783	0.181795113470576	0.855743519507536	1	chr14	55745692	55755500	+	NA	ENSMUSG00000019297.8
Rabif	0.805202581298747	0.422425376301224	2.32363438288783	0.181795113470576	0.855743519507536	1	chr1	134494647	134508774	+	NA	ENSMUSG00000042229.9
TUT4	0.805202581298747	0.422425376301224	2.32363438288783	0.181795113470576	0.855743519507536	1	NA	NA	NA	NA	NA	NA
Tesk2	0.805202581298747	0.422425376301224	2.32363438288783	0.181795113470576	0.855743519507536	1	chr4	116720947	116805956	+	NA	ENSMUSG00000033985.17
Tmc4	0.805202581298747	0.422425376301224	2.32363438288783	0.181795113470576	0.855743519507536	1	chr7	3665789	3677553	-	NA	ENSMUSG00000019734.16
Pi4kb	1.61235112857365	0.422391734215813	1.42280174530918	0.296873219061187	0.766563303007288	1	chr3	94974730	95006843	+	NA	ENSMUSG00000038861.14
Sorbs3	2.41606955908285	0.422312157860996	1.12442326307321	0.375581128325963	0.707228322711263	1	chr14	70180467	70207637	-	NA	ENSMUSG00000022091.5
Gtpbp8	1.61273748884599	0.422308881404714	1.35282577373763	0.312167974326766	0.754912869574847	1	chr16	44736767	44746363	-	NA	ENSMUSG00000022668.10
MGAM	1.61273748884599	0.422308881404714	1.35282577373763	0.312167974326766	0.754912869574847	1	NA	NA	NA	NA	NA	NA
Dhtkd1	1.6098633496461	0.422308017200267	1.46663316390888	0.287943861895723	0.773389711130893	1	chr2	5896114	5942792	-	NA	ENSMUSG00000025815.13
Epha2	1.61327930179739	0.422289727977645	1.40006424553679	0.301621678664994	0.762940480045314	1	chr4	141301239	141329384	+	NA	ENSMUSG00000006445.3
Mfsd14b	1.61327930179739	0.422289727977645	1.40006424553679	0.301621678664994	0.762940480045314	1	chr13	65064662	65112982	-	NA	ENSMUSG00000038212.15
Lrrfip1	2.4177846174657	0.422259546818483	1.08892998607444	0.38777474421539	0.698182737124897	1	chr1	90998736	91128944	+	NA	ENSMUSG00000026305.15
Cactin	0.80745945263299	0.422256304734686	2.62049925536115	0.161135823210334	0.871986426051169	1	chr10	81321102	81326251	+	NA	ENSMUSG00000034889.7
Wdr12	0.80745945263299	0.422256304734686	2.62049925536115	0.161135823210334	0.871986426051169	1	chr1	60069784	60098645	-	NA	ENSMUSG00000026019.15
Mmp15	1.6143662975336	0.422153934534138	1.47870213425643	0.285489501066027	0.775269146811927	1	chr8	95352267	95374293	+	NA	ENSMUSG00000031790.7
Triobp	1.61289294152504	0.422152115242475	1.35277677876797	0.312063395726638	0.754992344335051	1	chr15	78947723	79005867	+	NA	ENSMUSG00000033088.18
Bach1	1.61250658125269	0.422136178791229	1.37289563825937	0.30747870925312	0.758479026188273	1	chr16	87698944	87733346	+	NA	ENSMUSG00000025612.5
Zfp809	5.64170790213783	0.422131396933739	0.769660002726063	0.5484647707281	0.583372812739491	0.942721178664126	chr9	22225713	22243197	+	NA	ENSMUSG00000057982.7
Thumpd1	4.83650532083908	0.422117916882549	0.826562850828092	0.510690646766487	0.609567691131188	0.949802464803372	chr7	119715092	119720798	-	NA	ENSMUSG00000030942.8
Clec1b	2.41794007014474	0.422116179432975	1.07348722537013	0.39321956466453	0.694157320691921	1	chr6	129397296	129409335	+	NA	ENSMUSG00000030159.15
DESI2	0.805358033977793	0.422086346027773	2.45214651575917	0.172129333755205	0.86333585192589	1	NA	NA	NA	NA	NA	NA
Naa15	0.805358033977793	0.422086346027773	2.45214651575917	0.172129333755205	0.86333585192589	1	chr3	51415147	51476507	+	NA	ENSMUSG00000063273.11
Ttc7b	0.805358033977793	0.422086346027773	2.45214651575917	0.172129333755205	0.86333585192589	1	chr12	100300770	100520822	-	NA	ENSMUSG00000033530.7
Map4k5	3.22725923905863	0.422048330748997	0.94573514762904	0.44626482563017	0.655405961169601	0.949802464803372	chr12	69803749	69893200	-	NA	ENSMUSG00000034761.15
Dock7	1.61040516259749	0.42201633993998	1.37248456024612	0.307483488094249	0.75847538927831	1	chr4	98936670	99120915	-	NA	ENSMUSG00000028556.15
Rtf1	1.61001880232515	0.422016301494429	1.4010794810295	0.301207966577554	0.76325591531204	1	chr2	119675067	119735407	+	NA	ENSMUSG00000027304.9
Hmox1	4.02539563862809	0.42199973524863	0.900742288664778	0.468502190425837	0.639425504940992	0.949802464803372	chr8	75093590	75100596	+	NA	ENSMUSG00000005413.7
Fmr1	3.22081032519499	0.421993875624374	0.962232730225615	0.438556975218905	0.660982578042966	0.949802464803372	chrX	68678540	68717963	+	NA	ENSMUSG00000000838.17
ANGEL2	0.804971673705445	0.421980844445408	2.45310699571536	0.172018931576342	0.863422645601989	1	NA	NA	NA	NA	NA	NA
BPTF	0.804971673705445	0.421980844445408	2.45310699571536	0.172018931576342	0.863422645601989	1	NA	NA	NA	NA	NA	NA
Fgd4	0.804971673705445	0.421980844445408	2.45310699571536	0.172018931576342	0.863422645601989	1	chr16	16416916	16600549	-	NA	ENSMUSG00000022788.16
Klb	0.804971673705445	0.421980844445408	2.45310699571536	0.172018931576342	0.863422645601989	1	chr5	65348313	65384007	+	NA	ENSMUSG00000029195.10
RBPJ	0.804971673705445	0.421980844445408	2.45310699571536	0.172018931576342	0.863422645601989	1	NA	NA	NA	NA	NA	NA
Snx19	0.804971673705445	0.421980844445408	2.45310699571536	0.172018931576342	0.863422645601989	1	chr9	30427328	30466726	+	NA	ENSMUSG00000031993.6
ZNF826P	0.804971673705445	0.421980844445408	2.45310699571536	0.172018931576342	0.863422645601989	1	NA	NA	NA	NA	NA	NA
Supt16h	2.41825097550283	0.421955052137971	1.0888873524823	0.387510288530816	0.698378469634022	1	NA	NA	NA	NA	NA	NA
Tmem185a	2.42182575016659	0.421946225198867	1.09277282803981	0.386124374958832	0.699404558437579	1	NA	NA	NA	NA	NA	NA
Ltn1	2.41786461523048	0.421907716713032	1.08338278568738	0.389435499886906	0.696954015497074	1	chr16	87376650	87432606	-	NA	ENSMUSG00000052299.8
Tnrc18	3.22492691281014	0.421883811993071	0.945743262110935	0.446087039575001	0.655534374352305	0.949802464803372	chr5	142724660	142817662	-	NA	ENSMUSG00000039477.16
